ResponseId,Age,Ethnicity,Honesty_YT_Aby_1,Trustworthy_YT_Aby_1,Informed_YT_Aby_1,Harm_YT_Aby,NicotineCool_YT_Aby_1,NicoAttra_YT_Aby_1,VapeFriends_YT_Aby,VapeMonths_YT_Aby,VapeInt_YT_Aby,Honesty_YT_Anna_1,Trustworthy_YT_Anna_1,Informed_YT_Anna_1,Harm_YT_Anna,NicotineCool_YT_Anna_1,NicoAttra_YT_Ann_1,VapeFriends_YT_Anna,VapeMonths_YT_Anna,VapeInt_YT_Anna,Honesty_YT_Cham_1,Trustworthy_YT_Cham_1,Informed_YT_Cham_1,Harm_YT_Cham,NicotineCool_YT_Cham_1,NicoAttra_YT_Cham_1,VapeFriends_YT_Cham,VapeMonths_YT_Cham,VapeInt_YT_Cham,Honesty_YT_Fab_1,Trustworthy_YT_Fab_1,Informed_YT_Fab_1,Harm_YT_Fab,NicotineCool_YT_Fab_1,NicoAttra_YT_Fab_1,VapeFriends_YT_Fab,VapeMonths_YT_Fab,VapeInt_YT_Fab,Honesty_YT_Mae_1,Trustworthy_YT_Mae_1,Informed_YT_Mae_1,Harm_YT_Mae,NicotineCool_YT_Mae_1,NicoAttra_YT_Mae_1,VapeFriends_YT_Mae,VapeMonths_YT_Mae,VapeInt_YT_Mae,Honesty_YT_Zanx_1,Trustworthy_YT_Zanx_1,Informed_YT_Zanx_1,Harm_YT_Zanx,NicotineCool_YT_Zanx_1,NicoAttra_YT_Zanx_1,VapeFriends_YT_Zanx,VapeMonths_YT_Zanx,VapeInt_YT_Zanx,Honesty_OT_Aby_1,Trustworthy_OT_Aby_1,Informed_OT_Aby_1,Harm_OT_Aby,NicotineCool_OT_Aby_1,NicoAttra_OT_Aby_1,VapeFriends_OT_Aby,VapeMonths_OT_Aby,VapeInt_OT_Aby,Honesty_OT_Anna_1,Trustworthy_OT_Anna_1,Informed_OT_Anna_1,Harm_OT_Anna,NicotineCool_OT_Anna_1,NicoAttra_OT_Anna_1,VapeFriends_OT_Anna,VapeMonths_OT_Anna,VapeInt_OT_Anna,Honesty_OT_Cham_1,Trustworthy_OT_Cham_1,Informed_OT_Cham_1,Harm_OT_Cham,NicotineCool_OT_Cham_1,NicoAttra_OT_Cham_1,VapeFriends_OT_Cham,VapeMonths_OT_Cham,VapeInt_OT_Cham,Honesty_OT_Fab_1,Trustworthy_OT_Fab_1,Informed_OT_Fab_1,Harm_OT_Fab,NicotineCool_OT_Fab_1,NicoAttra_OT_Fab_1,VapeFriends_OT_Fab,VapeMonths_OT_Fab,VapeInt_OT_Fab,Honesty_OT_Mae_1,Trustworthy_OT_Mae_1,Informed_OT_Mae_1,Harm_OT_Mae,NicotineCool_OT_Mae_1,NicoAttra_OT_Mae_1,VapeFriends_OT_Mae,VapeMonths_OT_Mae,VapeInt_OT_Mae,Honesty_OT_Zanx_1,Trustworthy_OT_Zanx_1,Informed_OT_Zanx_1,Harm_OT_Zanx,NicotineCool_OT_Zanx_1,NicoAttra_OT_Zanx_1,VapeFriends_OT_Zanx,VapeMonths_OT_Zanx,VapeInt_OT_Zanx,Honesty_YC_Aby_1,Trustworthy_YC_Aby_1,Informed_YC_Aby_1,Harm_YC_Aby,NicotineCool_YC_Aby_1,NicoAttra_YC_Aby_1,VapeFriends_YC_Aby,VapeMonths_YC_Aby,VapeInt_YC_Aby,Honesty_YC_Anna_1,Trustworthy_YC_Anna_1,Informed_YC_Anna_1,Harm_YC_Anna,NicotineCool_YC_Anna_1,NicoAttra_YC_Anna_1,VapeFriends_YC_Anna,VapeMonths_YC_Anna,VapeInt_YC_Anna,Honesty_YC_Cham_1,Trustworthy_YC_Cham_1,Informed_YC_Cham_1,Harm_YC_Cham,NicotineCool_YC_Cham_1,NicoAttra_YC_Cham_1,VapeFriends_YC_Cham,VapeMonths_YC_Cham,VapeInt_YC_Cham,Honesty_YC_Fab_1,Trustworthy_YC_Fab_1,Informed_YC_Fab_1,Harm_YC_Fab,NicotineCool_YC_Fab_1,NicoAttra_YC_Fab_1,VapeFriends_YC_Fab,VapeMonths_YC_Fab,VapeInt_YC_Fab,Honesty_YC_Mae_1,Trustworthy_YC_Mae_1,Informed_YC_Mae_1,Harm_YC_Mae,NicotineCool_YC_Mae_1,NicoAttra_YC_Mae_1,VapeFriends_YC_Mae,VapeMonths_YC_Mae,VapeInt_YC_Mae,Honesty_YC_Zanx_1,Trustworthy_YC_Zanx_1,Informed_YC_Zanx_1,Harm_YC_Zanx,NicotineCool_YC_Zanx_1,NicoAttra_YC_Zanx_1,VapeFriends_YC_Zanx,VapeMonths_YC_Zanx,VapeInt_YC_Zanx,Honesty_OC_Aby_1,Trustworthy_OC_Aby_1,Informed_OC_Aby_1,Harm_OC_Aby,NicotineCool_OC_Aby_1,NicoAttra_OC_Aby_1,VapeFriends_OC_Aby,VapeMonths_OC_Aby,VapeInt_OC_Aby,Honesty_OC_Anna_1,Trustworthy_OC_Anna_1,Informed_OC_Anna_1,Harm_OC_Anna,NicotineCool_OC_Anna_1,NicoAttra_OC_Anna_1,VapeFriends_OC_Anna,VapeMonths_OC_Anna,VapeInt_OC_Anna,Honesty_OC_Cham_1,Trustworthy_OC_Cham_1,Informed_OC_Cham_1,Harm_OC_Cham,NicotineCool_OC_Cham_1,NicoAttra_OC_Cham_1,VapeFriends_OC_Cham,VapeMonths_OC_Cham,VapeInt_OC_Cham,Q274_First.Click,Q274_Last.Click,Q274_Page.Submit,Q274_Click.Count,Honesty_OC_Fab_1,Trustworthy_OC_Fab_1,Informed_OC_Fab_1,Harm_OC_Fab,NicotineCool_OC_Fab_1,NicoAttra_OC_Fab_1,VapeFriends_OC_Fab,VapeMonths_OC_Fab,VapeInt_OC_Fab,Q285_First.Click,Q285_Last.Click,Q285_Page.Submit,Q285_Click.Count,Honesty_OC_Mae_1,Trustworthy_OC_Mae_1,Informed_OC_Mae_1,Harm_OC_Mae,NicotineCool_OC_Mae_1,NicoAttra_OC_Mae_1,VapeFriends_OC_Mae,VapeMonths_OC_Mae,VapeInt_OC_Mae,Honesty_OC_Zanx_1,Trustworthy_OC_Zanx_1,Informed_OC_Zanx_1,Harm_OC_Zanx,NicotineCool_OC_Zanx_1,NicoAttra_OC_Zanx_1,VapeFriends_OC_Zanx,VapeMonths_OC_Zanx,VapeInt_OC_Zanx,ControlQuestion_fitness,ControlQuestion_nofitness,ControlQuestionAge,Condition,white,asian,black,multi,other,sm_exposure,infl_expos,nic_30dayuse,ecig_30dayuse,harmvape_pretest,appeal_cool_pretest,suscept_pretest,sm_freq_use,sub_30dayuse,cigcan_30dayuse
R_12z7P7EazBAxlGy,16,No,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,73,86,73,Somewhat harmful,5,5,Probably yes,Definitely yes,Probably yes,69,88,67,Somewhat harmful,5,5,Probably yes,Definitely yes,Definitely yes,70,85,68,Extremely harmful,5,4,Definitely yes,Probably yes,Probably yes,0,0,37.998,0,77,85,77,Somewhat harmful,5,4,Probably yes,Definitely yes,Probably yes,0,0,30.842,0,85,69,83,Very harmful,6,5,Definitely yes,Probably yes,Probably yes,83,69,76,Somewhat harmful,5,6,Probably yes,Definitely yes,Probably yes,,People vaping,16,Old Control,1,0,0,0,0,1,1,1,1,3,3,1,2,1,1
R_5ep2jU8XxExoppf,17,No,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,54,57,62,Somewhat harmful,4,3,Probably yes,Probably not,Probably yes,55,70,46,Somewhat harmful,4,3,Probably not,Probably yes,Probably yes,61,44,69,Somewhat harmful,4,3,Probably yes,Probably not,Probably yes,69,53,37,Somewhat harmful,3,4,Probably yes,Probably not,Probably yes,59,44,55,Somewhat harmful,4,3,Probably yes,Probably not,Probably not,70,49,45,Very harmful,5,4,Probably yes,Probably not,Probably yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,People vaping and exercising,People vaping,17,Old Treat,1,0,0,0,0,1,1,0,0,2,2,1,1,0,0
R_3k1ZJ2pnWjB8E8R,16,No,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,81,71,64,Somewhat harmful,6,5,Probably yes,Definitely yes,Probably yes,74,66,73,Extremely harmful,5,4,Definitely yes,Probably yes,Probably yes,81,76,76,Very harmful,6,5,Probably yes,Definitely yes,Probably yes,0,0,16.615,0,76,74,65,Very harmful,5,6,Probably yes,Definitely yes,Probably yes,0,0,30.966,0,74,64,76,Extremely harmful,5,4,Probably yes,Definitely yes,Probably yes,71,78,61,Very harmful,5,5,Probably yes,Definitely yes,Probably yes,,People vaping,16,Old Control,1,0,0,0,0,1,1,1,1,3,3,1,3,1,1
R_1cuzEv9w0QQyKKI,17,Yes,40,30,20,Very harmful,0,0,Definitely not,Definitely not,Definitely not,40,40,20,Very harmful,0,0,Definitely not,Definitely not,Definitely not,61,50,40,Very harmful,0,0,Definitely not,Definitely not,Definitely not,49,45,30,Very harmful,0,0,Definitely not,Definitely not,Definitely not,80,60,40,Very harmful,0,0,Definitely not,Definitely not,Definitely not,0,50,50,Very harmful,0,0,Definitely not,Definitely not,Definitely not,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,People vaping and exercising,People vaping,17,Young Treat,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0
R_7Tw1s48ah9LTbRr,17,No,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,66,71,72,Somewhat harmful,4,3,Probably yes,Probably not,Probably yes,58,39,60,Somewhat harmful,4,3,Definitely yes,Probably yes,Probably yes,64,71,58,Slightly harmful,5,4,Probably yes,Probably yes,Probably yes,59,44,60,Very harmful,5,4,Probably not,Probably not,Probably not,69,51,62,Somewhat harmful,5,3,Probably yes,Probably not,Probably yes,64,72,66,Somewhat harmful,5,4,Probably not,Probably yes,Probably yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,People vaping and exercising,People vaping,17,Old Treat,1,0,0,0,0,1,1,0,0,2,2,1,2,0,0
R_1CHPS1Lo9JO8Z2X,17,No,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,61,50,60,Very harmful,5,4,Probably yes,Probably yes,Probably not,72,59,66,Somewhat harmful,5,4,Probably yes,Probably not,Probably yes,70,58,68,Somewhat harmful,4,5,Probably yes,Probably yes,Probably yes,65,57,62,Somewhat harmful,5,3,Probably yes,Probably yes,Probably not,50,52,53,Somewhat harmful,4,5,Probably yes,Probably yes,Probably yes,67,53,57,Very harmful,5,4,Probably yes,Probably not,Probably yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,People vaping and exercising,People vaping,17,Young Control,1,0,0,0,0,1,1,1,0,3,3,1,1,1,1
R_1tu0xmzRTDotSCD,17,No,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,56,50,52,Somewhat harmful,5,4,Probably yes,Probably yes,Probably not,45,48,54,Very harmful,4,3,Probably yes,Probably not,Probably yes,73,56,63,Very harmful,4,5,Probably yes,Probably yes,Probably yes,0,0,22.873,0,27,24,30,Very harmful,3,2,Probably yes,Probably yes,Probably yes,0,0,27.013,0,35,28,31,Somewhat harmful,4,3,Probably yes,Probably yes,Probably not,69,62,64,Somewhat harmful,5,4,Probably yes,Probably not,Probably yes,People vaping and exercising,People vaping,17,Old Control,1,0,0,0,0,1,1,0,0,4,4,1,1,0,0
R_1L5HME4gOovSDtL,16,No,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,51,42,49,Somewhat harmful,4,3,Probably yes,Probably yes,Probably yes,42,37,31,Somewhat harmful,3,4,Probably yes,Probably yes,Probably yes,42,32,40,Somewhat harmful,2,3,Probably yes,Probably yes,Probably yes,49,40,48,Somewhat harmful,4,3,Probably yes,Probably yes,Probably yes,31,38,32,Very harmful,3,2,Probably yes,Probably yes,Probably not,54,40,44,Somewhat harmful,4,3,Probably yes,Probably yes,Definitely yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,People vaping and exercising,People vaping,16,Old Treat,1,0,0,0,0,1,1,1,0,3,3,1,2,1,1
R_5h3MLmXYmHyvN6h,16,No,30,26,38,Very harmful,4,3,Probably yes,Probably yes,Probably yes,50,31,42,Somewhat harmful,3,3,Probably yes,Probably not,Probably yes,46,55,42,Somewhat harmful,4,4,Probably yes,Probably not,Probably yes,35,30,26,Somewhat harmful,4,4,Probably yes,Probably yes,Probably yes,36,28,37,Very harmful,3,3,Probably yes,Probably yes,Probably not,53,41,45,Somewhat harmful,3,3,Probably yes,Probably yes,Probably yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,People vaping and exercising,People vaping,16,Young Treat,1,0,0,0,0,1,1,1,0,3,3,1,2,1,1
R_5n8XhrCtOpeNkSZ,16,Yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,65,36,48,Somewhat harmful,4,3,Probably yes,Probably yes,Probably yes,41,23,43,Somewhat harmful,4,3,Probably yes,Probably yes,Probably yes,50,38,44,Very harmful,3,3,Probably yes,Probably yes,Probably yes,54,37,35,Very harmful,4,3,Probably yes,Probably yes,Probably yes,17,27,12,Very harmful,3,3,Probably not,Probably not,Probably not,62,42,47,Somewhat harmful,4,3,Probably yes,Probably not,Probably yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,People vaping and exercising,People vaping,16,Young Control,1,0,0,0,0,1,1,1,0,3,3,1,1,1,1
R_5xRelK21FGuU4zi,16,Yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,42,51,40,Very harmful,4,3,Probably yes,Probably yes,Probably yes,55,36,45,Somewhat harmful,4,3,Probably yes,Probably yes,Probably not,45,45,29,Somewhat harmful,3,3,Probably yes,Probably yes,Probably yes,38,49,38,Somewhat harmful,4,3,Probably yes,Probably yes,Probably yes,43,27,42,Somewhat harmful,4,3,Probably yes,Probably yes,Probably yes,54,42,53,Somewhat harmful,3,4,Probably yes,Probably not,Probably yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,People vaping and exercising,People vaping,16,Old Treat,1,0,0,0,0,1,1,1,0,3,3,1,1,1,1
R_5TYTWKo05Gren3U,16,No,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,58,46,51,Very harmful,4,3,Probably yes,Probably yes,Probably yes,27,36,31,Very harmful,4,3,Probably yes,Probably yes,Probably yes,61,41,49,Slightly harmful,4,3,Probably yes,Probably yes,Probably yes,63,53,60,Somewhat harmful,3,3,Probably yes,Probably yes,Probably yes,58,43,47,Somewhat harmful,3,4,Probably yes,Probably yes,Probably not,61,47,52,Somewhat harmful,4,3,Probably yes,Probably yes,Probably yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,People vaping and exercising,People vaping,16,Old Treat,1,0,0,0,0,1,1,1,0,2,2,1,2,1,1
R_52RwzzbSktuiJML,17,Yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,70,72,60,Extremely harmful,7,6,Probably yes,Definitely yes,Probably yes,60,67,67,Extremely harmful,5,6,Definitely yes,Definitely yes,Probably yes,61,85,81,Very harmful,5,6,Probably yes,Definitely yes,Probably yes,0.849,0.849,37.624,1,53,62,85,Very harmful,6,4,Probably yes,Definitely yes,Definitely yes,11.863,11.863,12.83,1,67,83,85,Extremely harmful,6,6,Probably yes,Definitely yes,Probably yes,96,63,92,Very harmful,5,3,Definitely yes,Definitely yes,Probably yes,People vaping and exercising,People vaping,17,Old Control,1,0,0,0,0,1,1,1,1,2,2,1,3,1,1
R_65zP8sz0rhlHqrB,17,No,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,20,12,7,Somewhat harmful,0,0,Probably yes,Probably not,Definitely not,10,5,6,Very harmful,1,1,Probably not,Probably not,Probably not,10,6,7,Slightly harmful,1,2,Probably not,Probably not,Probably not,8,6,6,Very harmful,4,1,Probably not,Probably not,Probably not,10,8,40,Somewhat harmful,0,3,Probably yes,Probably not,Probably not,5,9,10,Somewhat harmful,1,1,Probably not,Probably not,Probably not,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,,People vaping,17,Young Control,0,1,0,0,0,0,1,0,0,2,2,1,1,0,0
R_1LqIZEGIBRQJ0QQ,15,Yes,80,61,91,Very harmful,6,5,Definitely yes,Probably yes,Probably yes,53,36,71,Extremely harmful,6,5,Definitely yes,Probably yes,Probably yes,78,53,73,Very harmful,5,5,Probably yes,Definitely yes,Probably yes,45,66,94,Very harmful,4,6,Definitely yes,Probably yes,Probably yes,61,70,57,Very harmful,6,5,Definitely yes,Probably yes,Probably yes,68,66,87,Very harmful,6,5,Definitely yes,Probably yes,Definitely yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,People vaping and exercising,People vaping,15,Young Treat,1,0,0,0,0,1,1,1,1,2,2,1,2,1,1
R_5qkEOQiiQiSWZ1t,16,No,0,0,0,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,0,0,0,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,0,0,0,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,0,0,0,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,7,0,0,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,0,0,0,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,People vaping and exercising,People vaping,16,Young Treat,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0
